namespace,name,type,cardinality,description,validation,source
product,floatingleg1_fixingdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_fixingdate_businesscenters,EnumeratedString,Many,The business centers used for fixing date adjustments on the first floating leg of a swap.,lookup:BusinessCenter,
product,floatingleg1_fixingdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg1_fixingdate_daytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg1_fixingdate_offsettenor,TenorType,One,,,
product,floatingleg1_floatingrateindex,EnumeratedString,One,"The ISDA floating rate option on the first floating leg of a swap that references an index, e.g. ""USD-LIBOR-BBA"".",lookup:FloatLegIndex,
product,floatingleg1_floatingraterounding,Integer,One,,,
product,floatingleg1_fxlinked_businesscenter1,EnumeratedString,One,xccy notional reset calendar,lookup:BusinessCenter,
product,floatingleg1_fxlinked_businesscenters,EnumeratedString,Many,xccy notional reset calendar,lookup:BusinessCenter,
product,floatingleg1_fxlinked_fxspotratesource,EnumeratedString,One,source for spot rate for FX fixing,lookup:RateSourcePageType,
product,floatingleg1_fxlinked_hasfinalexchange,Boolean,One,xccy final notional exchange,,
product,floatingleg1_fxlinked_hasinitialexchange,Boolean,One,xccy initial notional exchange,,
product,floatingleg1_fxlinked_hasintermediateexchange,Boolean,One,xccy intermediate notional exchange,,
product,floatingleg1_fxlinked_is_constantnotional,Boolean,One,Flag to show whether the leg has a constant notional,,
product,floatingleg1_fxlinked_reset_offsettenor,TenorType,One,xccy notional reset offset,,
product,floatingleg1_fxlinked_resetfrequency,TenorType,One,"frequency at which the notional resets, notional resets are always on coupon date",,
product,floatingleg1_fxlinked_varyingnotionalcurrency,EnumeratedString,One,currency which resets in a xccy swap,lookup:Currency,
product,floatingleg1_hasinitialfixing,Boolean,One,,,
product,floatingleg1_hasstub,Boolean,One,,,
product,floatingleg1_indextenor,TenorType,One,The tenor of the floating rate index on the first floating leg of a swap.,,
product,floatingleg1_inf_fallbackbond_isapplicable,Boolean,One,,,
product,floatingleg1_inf_fallbackbondapplicable,Boolean,One,,,
product,floatingleg1_inf_indexpublication,String,One,,,
product,floatingleg1_inf_indexsource,String,One,,,
product,floatingleg1_inf_initialindex,BigDecimal,One,,,
product,floatingleg1_inf_initialindexlevel,BigDecimal,One,,,
product,floatingleg1_inf_interpolationmethod,EnumeratedString,One,,lookup:InflationInterpolationMethod,
product,floatingleg1_inf_primarylagtenor,TenorType,One,,,
product,floatingleg1_inf_primarylagtenordaytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg1_initialfixingdate,DateType,One,,,
product,floatingleg1_initialnotionalvalue,BigDecimal,One,,,
product,floatingleg1_initialstub_currency,EnumeratedString,One,,lookup:Currency,
product,floatingleg1_initialstub_fixedrate,BigDecimal,One,,,
product,floatingleg1_initialstub_floattenor1,TenorType,One,,,
product,floatingleg1_initialstub_floattenor2,TenorType,One,,,
product,floatingleg1_initialstub_ratetype,EnumeratedString,One,,lookup:LegType,
product,floatingleg1_initialstub_stublength,TenorType,One,,,
product,floatingleg1_initialstub_stubtype,EnumeratedString,One,,lookup:StubType,
product,floatingleg1_interpolation_indextenor1,TenorType,One,,,
product,floatingleg1_interpolation_indextenor2,TenorType,One,,,
product,floatingleg1_is_averaging,Boolean,One,,,
product,floatingleg1_is_compounding,Boolean,One,,,
product,floatingleg1_is_oisleg,Boolean,One,,,
product,floatingleg1_isconstantspread,Boolean,One,Is the spread to the observed index constant over the tenor of the swap?,,
product,floatingleg1_isnondeliverable,Boolean,One,,,
product,floatingleg1_lastnotionalstepdate,DateType,One,,,
product,floatingleg1_legtype,EnumeratedString,One,,lookup:LegType,
product,floatingleg1_notionalcurrency,EnumeratedString,One,,lookup:Currency,
product,floatingleg1_notionalstepamount,BigDecimal,One,,,
product,floatingleg1_notionalstepfrequency,TenorType,One,,,
product,floatingleg1_payer,String,One,Leg one payer if leg one is floating,,
product,floatingleg1_paymentdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_paymentdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_paymentdates_businesscenters,EnumeratedString,Many,The business centers used for payment date adjustments on the first floating leg of a swap.,lookup:BusinessCenter,
product,floatingleg1_paymentdates_businessdayconvention,EnumeratedString,One,The business day convention used for payment date adjustments on the first floating leg of a swap.,lookup:BusinessDayConvention,
product,floatingleg1_paymentdates_daytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg1_paymentdates_offsettenor,TenorType,One,,,
product,floatingleg1_paymentfrequency,TenorType,One,The payment frequency on the first floating leg of a swap.,,
product,floatingleg1_payrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
product,floatingleg1_resetdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_resetdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_resetdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg1_resetdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg1_resetfrequency,TenorType,One,The rate reset frequency on the first floating leg of a swap.,,
product,floatingleg1_resetrelativeto,EnumeratedString,One,Whether resets are done relative to the start or end of a calculation period.,lookup:PayRelativeTo,
product,floatingleg1_residualterm,TenorType,One,,,
product,floatingleg1_settlementcurrency,EnumeratedString,One,,lookup:Currency,
product,floatingleg1_settlementdate,DateType,One,,,
product,floatingleg1_settlementfxfixing_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_settlementfxfixing_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_settlementfxfixing_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg1_settlementfxfixing_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg1_settlementfxfixing_daytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg1_settlementfxfixing_offsettenor,DateType,One,,,
product,floatingleg1_settlementfxfixing_rateoption,String,One,,,
product,floatingleg1_spreadschedule_initialspread,BigDecimal,One,,,
product,floatingleg1_stublengths,TenorType,Many,,,
product,floatingleg1_stubtypes,EnumeratedString,Many,,lookup:StubType,
product,floatingleg1_term,TenorType,One,,,
product,floatingleg1_terminationdate,DateType,One,,,
product,floatingleg1_terminationdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_terminationdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_terminationdate_businesscenters,EnumeratedString,Many,The business centers used to adjust the termination date on the first floating leg of a swap.,lookup:BusinessCenter,
product,floatingleg1_terminationdate_businessdayconvention,EnumeratedString,One,The business day convention used fto adjust the termination date on the first floating leg of a swap.,lookup:BusinessDayConvention,
product,floatingleg1_varyingnotionalfixingdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_varyingnotionalfixingdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_averagingmethod,String,One,,,
product,floatingleg2_businesscenters_all,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg2_calculationperioddates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_calculationperioddates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_calculationperioddates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg2_calculationperioddates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg2_calculationperioddates_firstregularperiodstartdate,DateType,Many,,,
product,floatingleg2_calculationperioddates_lastregularperiodenddate,DateType,One,,,
product,floatingleg2_calculationperiodfrequency,TenorType,One,,,
product,floatingleg2_calculationperiodfrequency_rollconvention,EnumeratedString,One,,lookup:RollConvention,
product,floatingleg2_calculationperiodstartdate,DateType,One,,,
product,floatingleg2_compoundingmethod,EnumeratedString,One,,lookup:CompoundingMethod,
product,floatingleg2_daycountfraction,EnumeratedString,One,,lookup:DayCountFraction,
product,floatingleg2_effectivedate,DateType,One,,,
product,floatingleg2_effectivedate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_effectivedate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_effectivedate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg2_effectivedate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg2_finalstub_currency,EnumeratedString,One,,lookup:Currency,
product,floatingleg2_finalstub_fixedrate,BigDecimal,One,,,
product,floatingleg2_finalstub_floattenor1,TenorType,One,,,
product,floatingleg2_finalstub_floattenor2,TenorType,One,,,
product,floatingleg2_finalstub_ratetype,EnumeratedString,One,,lookup:LegType,
product,floatingleg2_finalstub_stublength,TenorType,One,,,
product,floatingleg2_finalstub_stubtype,EnumeratedString,One,,lookup:StubType,
product,floatingleg2_firstnotionalstepdate,DateType,One,,,
product,floatingleg2_fixingcutoff_daytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg2_fixingcutoff_offsettenor,TenorType,One,,,
product,floatingleg2_fixingdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_fixingdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg2_fixingdate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg2_fixingdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg2_fixingdate_daytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg2_fixingdate_offsettenor,TenorType,One,,,
product,floatingleg2_floatingrateindex,EnumeratedString,One,"The ISDA floating rate option on the second floating leg of a swap that references an index, e.g. ""USD-LIBOR-BBA"".",lookup:FloatLegIndex,
product,floatingleg2_floatingraterounding,Integer,One,,,
product,floatingleg2_fxlinked_businesscenter1,EnumeratedString,One,xccy notional reset calendar,lookup:BusinessCenter,
product,floatingleg2_fxlinked_businesscenters,EnumeratedString,Many,xccy notional reset calendar,lookup:BusinessCenter,
product,floatingleg2_fxlinked_fxspotratesource,EnumeratedString,One,source for spot rate for FX fixing,lookup:RateSourcePageType,
product,floatingleg2_fxlinked_hasfinalexchange,Boolean,One,xccy final notional exchange,,
product,floatingleg2_fxlinked_hasinitialexchange,Boolean,One,xccy initial notional exchange,,
product,floatingleg2_fxlinked_hasintermediateexchange,Boolean,One,xccy intermediate notional exchange,,
product,floatingleg2_fxlinked_is_constantnotional,Boolean,One,Flag to show whether the leg has a constant notional,,
product,floatingleg2_fxlinked_reset_offsettenor,TenorType,One,xccy notional reset offset,,
product,floatingleg2_fxlinked_resetfrequency,TenorType,One,"frequency at which the notional resets, notional resets are always on coupon date",,
product,floatingleg2_fxlinked_varyingnotionalcurrency,EnumeratedString,One,currency which resets in a xccy swap,lookup:Currency,
product,floatingleg2_hasstub,Boolean,One,,,
product,floatingleg2_indextenor,TenorType,One,,,
product,floatingleg2_initialnotionalvalue,BigDecimal,One,,,
product,floatingleg2_initialstub_currency,EnumeratedString,One,,lookup:Currency,
product,floatingleg2_initialstub_fixedrate,BigDecimal,One,,,
product,floatingleg2_initialstub_floattenor1,TenorType,One,,,
product,floatingleg2_initialstub_floattenor2,TenorType,One,,,
product,floatingleg2_initialstub_ratetype,EnumeratedString,One,,lookup:LegType,
product,floatingleg2_initialstub_stublength,TenorType,One,,,
product,floatingleg2_initialstub_stubtype,EnumeratedString,One,,lookup:StubType,
